Service Name,Physical Address,Suburb,Physical State,Postal Code,2018 Aged Care Planning Region (ACPR) Code,2018 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,2019 MMM Code,2016 SA2 Code,2016 SA2 Name,2016 SA3 Code,2016 SA3 Name,2016 LGA Name,2016 LGA Code,2017 PHN Code,2017 PHN Name,Latitude,Longitude,2023/24 FY Australian Government Funding,Overall Star Rating,Residents' Experience rating,Compliance rating,Staffing rating,Quality Measures rating
Catholic Healthcare Blakeney Lodge,"27-29 Carey STREET, TUMUT, NSW, 2720",TUMUT,NSW,2720,112,Riverina/Murray,Residential,30,0,0,Catholic Healthcare Limited,Charitable,Inner Regional Australia,4,11261,Tumut,11302,Tumut - Tumbarumba,Snowy Valleys (A),17080,PHN110,Murrumbidgee,-35.29806267,148.21900172,2972889.53,4.0,4.0,5.0,4.0,3.0
The Whiddon Group - Weeronga,"54 Rivers STREET, WEE WAA, NSW, 2388",WEE WAA,NSW,2388,109,New England,Residential,30,0,0,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Outer Regional Australia,5,11198,Narrabri Region,11003,Moree - Narrabri,Narrabri (A),15750,PHN108,Hunter New England and Central Coast,-30.225249,149.449593,2967117.8,4.0,4.0,5.0,5.0,3.0
Cooinda Court Hostel,"24-28 Commins STREET, JUNEE, NSW, 2663",JUNEE,NSW,2663,112,Riverina/Murray,Residential,30,0,0,Cooinda Court Aged Care Limited,Community Based,Inner Regional Australia,5,11265,Junee,11303,Wagga Wagga,Junee (A),14300,PHN110,Murrumbidgee,-34.86641153,147.58859767,2787552.66,4.0,4.0,4.0,3.0,3.0
Presbyterian Aged Care - Apsley Riverview,"2E Hill STREET, WALCHA, NSW, 2354",WALCHA,NSW,2354,109,New England,Residential,30,0,0,The Presbyterian Church (New South Wales) Property Trust,Religious,Outer Regional Australia,5,11189,Walcha,11001,Armidale,Walcha (A),17850,PHN108,Hunter New England and Central Coast,-30.9817551,151.59474565,2895680.83,,,,,
Uniting Berrigan,"51-53 Davis STREET, BERRIGAN, NSW, 2712",BERRIGAN,NSW,2712,112,Riverina/Murray,Residential,30,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Outer Regional Australia,5,11185,Tocumwal - Finley - Jerilderie,10903,Upper Murray exc. Albury,Berrigan (A),10650,PHN110,Murrumbidgee,-35.66302271,145.81264352,3036063.38,4.0,4.0,4.0,5.0,3.0
Richmond Lodge,"67 Barker STREET, CASINO, NSW, 2470",CASINO,NSW,2470,103,Far North Coast,Residential,30,0,0,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,4,11244,Casino,11202,Richmond Valley - Hinterland,Richmond Valley (A),16610,PHN109,North Coast,-28.86458554,153.04197053,3279259.32,5.0,4.0,5.0,5.0,4.0
Koonambil Aged Care,"140-148 Castlereagh STREET, COONAMBLE, NSW, 2829",COONAMBLE,NSW,2829,111,Orana Far West,Residential,30,0,0,Koonambil Aged Care Ltd,Community Based,Remote Australia,6,11094,Coonamble,10501,Bourke - Cobar - Coonamble,Coonamble (A),12150,PHN107,Western NSW,-30.96419,148.388463,3379833.48,4.0,4.0,5.0,4.0,3.0
Southern Cross Care Marian Nursing Home,"2A Fleet STREET, NORTH PARRAMATTA, NSW, 2151",NORTH PARRAMATTA,NSW,2151,116,Western Sydney,Residential,30,0,0,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,1,11489,North Parramatta,12504,Parramatta,Parramatta (C),16260,PHN103,Western Sydney,-33.8039129,151.00179582,3686608.43,5.0,4.0,5.0,5.0,4.0
RFBI Bellingen Masonic Village,"22 Church STREET, BELLINGEN, NSW, 2454",BELLINGEN,NSW,2454,107,Mid North Coast,Residential,30,0,0,Royal Freemasons' Benevolent Institution,Charitable,Outer Regional Australia,5,11083,Bellingen,10402,Coffs Harbour,Bellingen (A),10600,PHN109,North Coast,-30.45563692,152.89572751,3025926.69,4.0,4.0,5.0,2.0,2.0
Catholic Healthcare Brigidine House,"7 COOGEE BAY ROAD, RANDWICK, NSW, 2031",RANDWICK,NSW,2031,113,South East Sydney,Residential,30,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11570,Randwick - South,11802,Eastern Suburbs - South,Randwick (C),16550,PHN101,Central and Eastern Sydney,-33.91906335,151.24385261,3130155.17,4.0,4.0,5.0,4.0,4.0
Southern Cross Care Tenison Goulburn Residential Aged Care,"19 Upper Sterne STREET, GOULBURN, NSW, 2580",GOULBURN,NSW,2580,115,Southern Highlands,Residential,30,0,0,Southern Cross Care (NSW & ACT) Limited,Religious,Inner Regional Australia,3,11539,Goulburn,10105,Goulburn - Mulwaree,Goulburn Mulwaree (A),13310,PHN106,South Eastern NSW,-34.74826649,149.73111456,3465303,4.0,4.0,5.0,4.0,3.0
Ainslie House,"30 Iverison ROAD, SUSSEX INLET, NSW, 2540",SUSSEX INLET,NSW,2540,105,Illawarra,Residential,30,0,0,Inasmuch Community Limited,Community Based,Inner Regional Australia,5,11280,Sussex Inlet - Berrara,11401,Shoalhaven,Shoalhaven (C),16950,PHN106,South Eastern NSW,-35.16874937,150.59167288,3167307.46,4.0,4.0,5.0,1.0,5.0
Emily Gardens at the Rock,"9 Emily STREET, THE ROCK, NSW, 2655",THE ROCK,NSW,2655,112,Riverina/Murray,Residential,30,0,0,Lutheran Aged Care Albury,Charitable,Inner Regional Australia,5,11271,Wagga Wagga Region,11303,Wagga Wagga,Lockhart (A),14950,PHN110,Murrumbidgee,-35.27444396,147.11672711,2885876.71,4.0,5.0,4.0,2.0,3.0
Stroud Community Lodge,"51-53 Cowper STREET, STROUD, NSW, 2425",STROUD,NSW,2425,107,Mid North Coast,Residential,31,0,0,Stroud Community Lodge Inc,Community Based,Inner Regional Australia,5,11151,Bulahdelah - Stroud,10801,Great Lakes,Mid-Coast (A),15240,PHN108,Hunter New England and Central Coast,-32.40125147,151.96508997,3369739.91,,,,,
IRT Moruya,"Moruya Village, 35-39 River STREET, MORUYA, NSW, 2537",MORUYA,NSW,2537,115,Southern Highlands,Residential,31,0,0,Illawarra Retirement Trust,Community Based,Inner Regional Australia,5,11026,Moruya - Tuross Head,10104,South Coast,Eurobodalla (A),12750,PHN106,South Eastern NSW,-35.90437104,150.06835426,3832453.54,4.0,3.0,5.0,4.0,4.0
Corowa District Hospital,"17 Guy STREET, COROWA, NSW, 2646",COROWA,NSW,2646,112,Riverina/Murray,Residential,31,0,0,NSW State Government (NSW Ministry of Health),State Government,Inner Regional Australia,4,11180,Corowa,10903,Upper Murray exc. Albury,Federation (A),12870,PHN110,Murrumbidgee,-35.99903571,146.38274841,2845084.95,4.0,4.0,4.0,5.0,5.0
Uniting Nareen Gardens Lodge Bateau Bay,"5 Yakalla STREET, BATEAU BAY, NSW, 2261",BATEAU BAY,NSW,2261,101,Central Coast,Residential,32,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11044,Bateau Bay - Killarney Vale,10202,Wyong,Central Coast (C) (NSW),11650,PHN108,Hunter New England and Central Coast,-33.37428044,151.47936832,2804405.76,4.0,4.0,5.0,3.0,1.0
Kolora Aged Care,"10 Prisk STREET, GUYRA, NSW, 2365",GUYRA,NSW,2365,109,New England,Residential,32,0,0,McLean Care Ltd,Charitable,Outer Regional Australia,5,11187,Armidale Region - North,11001,Armidale,Armidale Regional (A),10130,PHN108,Hunter New England and Central Coast,-30.213277,151.679991,3173357.14,4.0,3.0,5.0,3.0,3.0
Rathgar Lodge,"30 Lynhaven CRESCENT, ULMARRA, NSW, 2462",ULMARRA,NSW,2462,103,Far North Coast,Residential,32,0,0,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,3,11081,Grafton Region,10401,Clarence Valley,Clarence Valley (A),11730,PHN109,North Coast,-29.63475165,153.02320941,3610210.68,4.0,4.0,5.0,3.0,3.0
Auburn Glen Care Community,"54 Northumberland ROAD, AUBURN, NSW, 2144",AUBURN,NSW,2144,116,Western Sydney,Residential,32,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11583,Auburn - North,12501,Auburn,Cumberland (A),12380,PHN103,Western Sydney,-33.8457764,151.03551692,4046517.03,4.0,3.0,4.0,4.0,4.0
Catholic Healthcare St Mary's Retirement Village,"211 Northcliffe DRIVE, BERKELEY, NSW, 2506",BERKELEY,NSW,2506,105,Illawarra,Residential,33,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11545,Berkeley - Lake Heights - Cringila,10701,Dapto - Port Kembla,Wollongong (C),18450,PHN106,South Eastern NSW,-34.48289788,150.84318829,3619921.87,4.0,3.0,5.0,5.0,4.0
Allawah Lodge,"60 Mirrool STREET, COOLAMON, NSW, 2701",COOLAMON,NSW,2701,112,Riverina/Murray,Residential,33,0,0,Coolamon Shire Council,Local Government,Inner Regional Australia,5,11271,Wagga Wagga Region,11303,Wagga Wagga,Coolamon (A),12000,PHN110,Murrumbidgee,-34.81290041,147.19746038,2564142.27,4.0,3.0,5.0,2.0,4.0
Moyne Aged Care Plus Centre (0033),"161 Nangar ROAD, CANOWINDRA, NSW, 2804",CANOWINDRA,NSW,2804,102,Central West,Residential,34,0,0,Burswood Care Pty Ltd,Private Incorporated Body,Outer Regional Australia,5,11064,Cowra Region,10302,Lachlan Valley,Cabonne (A),11400,PHN107,Western NSW,-33.56393702,148.64500837,2973663.75,,,,,
Calvary Cooinda Retirement Community,"42 Bathurst STREET, SINGLETON, NSW, 2330",SINGLETON,NSW,2330,104,Hunter,Residential,34,0,0,Calvary Retirement Communities Limited,Religious,Inner Regional Australia,4,11112,Singleton,10601,Lower Hunter,Singleton (A),17000,PHN108,Hunter New England and Central Coast,-32.57020846,151.16912291,3803985.67,4.0,3.0,5.0,3.0,4.0
Moyne Aged Care Plus Centre (2519),"161 Nangar ROAD, CANOWINDRA, NSW, 2804",CANOWINDRA,NSW,2804,102,Central West,Residential,34,0,0,Burswood Care Pty Ltd,Private Incorporated Body,Outer Regional Australia,5,11064,Cowra Region,10302,Lachlan Valley,Cabonne (A),11400,PHN107,Western NSW,-33.56393702,148.64500837,3030531.14,,,,,
RFBI Moonbi Masonic Village - Moonby,"New England HIGHWAY, KOOTINGAL, NSW, 2352",KOOTINGAL,NSW,2352,109,New England,Residential,34,0,0,Royal Freemasons' Benevolent Institution,Charitable,Inner Regional Australia,3,11205,Tamworth Region,11004,Tamworth - Gunnedah,Tamworth Regional (A),17310,PHN108,Hunter New England and Central Coast,-31.063154,151.039599,3664869.65,3.0,3.0,4.0,3.0,3.0
Hunters Hill Village,"8 D'aram STREET, HUNTERS HILL, NSW, 2110",HUNTERS HILL,NSW,2110,110,Northern Sydney,Residential,35,0,0,Twilight House,Community Based,Major Cities of Australia,1,11499,Hunters Hill - Woolwich,12602,Ryde - Hunters Hill,Hunters Hill (A),14100,PHN102,Northern Sydney,-33.83368739,151.15238219,3827905.47,4.0,3.0,5.0,4.0,5.0
Manly Hillside Care Community,"4 Austral AVENUE, NORTH MANLY, NSW, 2100",NORTH MANLY,NSW,2100,110,Northern Sydney,Residential,35,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11429,Freshwater - Brookvale,12203,Warringah,Northern Beaches (A),15990,PHN102,Northern Sydney,-33.77521568,151.27131003,4121177.86,4.0,4.0,5.0,3.0,3.0
Alexander Campbell House,"51 Cook STREET, FORESTVILLE, NSW, 2087",FORESTVILLE,NSW,2087,110,Northern Sydney,Residential,36,0,0,The Churches of Christ Property Trust,Religious,Major Cities of Australia,1,11427,Forestville - Killarney Heights,12203,Warringah,Northern Beaches (A),15990,PHN102,Northern Sydney,-33.76389603,151.21894322,3636123.13,4.0,3.0,4.0,5.0,4.0
The Whiddon Group Temora - Greenstone,"37 Gloucester STREET, TEMORA, NSW, 2666",TEMORA,NSW,2666,112,Riverina/Murray,Residential,36,0,0,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Outer Regional Australia,5,11266,Temora,11303,Wagga Wagga,Temora (A),17350,PHN110,Murrumbidgee,-34.4406365,147.5387368,3513466.36,5.0,5.0,5.0,4.0,4.0
Naroo Frail Aged Hostel,"152 Long STREET, WARIALDA, NSW, 2402",WARIALDA,NSW,2402,109,New England,Residential,36,0,0,Gwydir Shire Council,Local Government,Outer Regional Australia,5,11193,Inverell Region - West,11002,Inverell - Tenterfield,Gwydir (A),13660,PHN108,Hunter New England and Central Coast,-29.5387649,150.58039561,3316098.98,4.0,5.0,5.0,3.0,3.0
Millrace Hostel,"422 Rouse STREET, TENTERFIELD, NSW, 2372",TENTERFIELD,NSW,2372,109,New England,Residential,36,0,0,Apollo Care Operations Pty Ltd,Private Incorporated Body,Outer Regional Australia,5,11194,Tenterfield,11002,Inverell - Tenterfield,Tenterfield (A),17400,PHN108,Hunter New England and Central Coast,-29.042291,152.020134,3135610.81,4.0,4.0,4.0,3.0,5.0
McMaugh Gardens Hostel,"39 King STREET, URALLA, NSW, 2358",URALLA,NSW,2358,109,New England,Residential,36,0,0,Uralla Shire Council,Local Government,Inner Regional Australia,5,11188,Armidale Region - South,11001,Armidale,Uralla (A),17650,PHN108,Hunter New England and Central Coast,-30.64020832,151.50434451,3851190.88,5.0,5.0,5.0,4.0,5.0
Kurrajong & District Community Nursing Home,"129 Old Bells Line Of ROAD, KURRAJONG, NSW, 2758",KURRAJONG,NSW,2758,108,Nepean,Residential,36,0,0,Kurrajong and District Hospital Society Inc,Community Based,Inner Regional Australia,2,11300,Kurrajong Heights - Ebenezer,11503,Hawkesbury,Hawkesbury (C),13800,PHN104,Nepean Blue Mountains,-33.55391004,150.66300121,3990156.21,4.0,3.0,4.0,5.0,5.0
William Beech Gardens - Bushmaster,"1 Madline STREET, CONDOBOLIN, NSW, 2877",CONDOBOLIN,NSW,2877,102,Central West,Residential,37,0,0,RSL LifeCare Limited,Community Based,Outer Regional Australia,5,11062,Condobolin,10302,Lachlan Valley,Lachlan (A),14600,PHN107,Western NSW,-33.08173415,147.15225126,3190368.91,3.0,3.0,4.0,3.0,3.0
Maybanke Aged Care Plus Centre,"80 Wardell ROAD, DULWICH HILL, NSW, 2203",DULWICH HILL,NSW,2203,106,Inner West,Residential,38,0,0,The Salvation Army (NSW) Property Trust,Charitable,Major Cities of Australia,1,11394,Dulwich Hill - Lewisham,12003,Strathfield - Burwood - Ashfield,Inner West (A),14170,PHN101,Central and Eastern Sydney,-33.90848368,151.14372027,4402678.25,4.0,4.0,5.0,3.0,5.0
Uniting Irwin Hall Mayfield,"13-15 Section STREET, MAYFIELD, NSW, 2304",MAYFIELD,NSW,2304,104,Hunter,Residential,38,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11227,Mayfield - Warabrook,11103,Newcastle,Newcastle (C),15900,PHN108,Hunter New England and Central Coast,-32.89599146,151.7404975,3775924.35,4.0,5.0,4.0,4.0,3.0
IRT Thomas Holt Sans Souci Gardens,"188 Chuter AVENUE, SANS SOUCI, NSW, 2219",SANS SOUCI,NSW,2219,113,South East Sydney,Residential,38,0,0,Illawarra Retirement Trust,Community Based,Major Cities of Australia,1,11382,Sans Souci - Ramsgate,11904,Kogarah - Rockdale,Rockdale (C),16650,PHN101,Central and Eastern Sydney,-33.98911116,151.14351686,4239380.09,4.0,3.0,5.0,3.0,5.0
Leeton Hospital,"4 Myall STREET, LEETON, NSW, 2705",LEETON,NSW,2705,112,Riverina/Murray,Residential,38,0,0,NSW State Government (NSW Ministry of Health),State Government,Outer Regional Australia,4,11258,Leeton,11301,Griffith - Murrumbidgee (West),Leeton (A),14750,PHN110,Murrumbidgee,-34.545836,146.409983,3642956.8,4.0,4.0,5.0,4.0,1.0
Northcourt Nursing Home,"7 Saunders STREET, NORTH PARRAMATTA, NSW, 2151",NORTH PARRAMATTA,NSW,2151,116,Western Sydney,Residential,39,0,0,Christadelphian Homes Limited,Religious,Major Cities of Australia,1,11489,North Parramatta,12504,Parramatta,Parramatta (C),16260,PHN103,Western Sydney,-33.79782709,151.00948648,3521638.3,4.0,4.0,5.0,5.0,3.0
Harold Williams Home,"267 Eyre STREET, BROKEN HILL, NSW, 2880",BROKEN HILL,NSW,2880,111,Orana Far West,Residential,40,0,0,Southern Cross Care (Broken Hill) Ltd,Religious,Outer Regional Australia,3,11097,Broken Hill,10502,Broken Hill and Far West,Broken Hill (C),11250,PHN107,Western NSW,-31.9743008,141.46264677,3947983.51,4.0,4.0,4.0,3.0,3.0
William Beech Gardens - Waler,"1 Madline STREET, CONDOBOLIN, NSW, 2877",CONDOBOLIN,NSW,2877,102,Central West,Residential,40,0,0,RSL LifeCare Limited,Community Based,Outer Regional Australia,5,11062,Condobolin,10302,Lachlan Valley,Lachlan (A),14600,PHN107,Western NSW,-33.08173415,147.15225126,2338674.34,4.0,3.0,5.0,3.0,5.0
Calvary St Paul's Retirement Community,"54 River STREET, CUNDLETOWN, NSW, 2430",CUNDLETOWN,NSW,2430,107,Mid North Coast,Residential,40,0,0,Calvary Retirement Communities Limited,Religious,Inner Regional Australia,3,11169,Taree,10805,Taree - Gloucester,Mid-Coast (A),15240,PHN108,Hunter New England and Central Coast,-31.90175824,152.51872226,4599167.11,4.0,4.0,5.0,3.0,2.0
Catholic Healthcare St James Villa,"60 Lawson STREET, MATRAVILLE, NSW, 2036",MATRAVILLE,NSW,2036,113,South East Sydney,Residential,40,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11350,Malabar - La Perouse - Chifley,11802,Eastern Suburbs - South,Randwick (C),16550,PHN101,Central and Eastern Sydney,-33.96297422,151.24436643,5944409.37,4.0,3.0,4.0,3.0,5.0
Warrigal Care Mt Warrigal,"5 Rowland AVENUE, MOUNT WARRIGAL, NSW, 2528",MOUNT WARRIGAL,NSW,2528,105,Illawarra,Residential,40,0,0,Warrigal Care,Charitable,Major Cities of Australia,1,11143,Warilla,10703,Kiama - Shellharbour,Shellharbour (C),16900,PHN106,South Eastern NSW,-34.54768467,150.84408314,3821754.78,4.0,4.0,4.0,4.0,3.0
Uniting Wirreanda West Pennant Hills,"33 Highs ROAD, WEST PENNANT HILLS, NSW, 2125",WEST PENNANT HILLS,NSW,2125,116,Western Sydney,Residential,40,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11296,West Pennant Hills,11501,Baulkham Hills,The Hills Shire (A),17420,PHN103,Western Sydney,-33.73698527,151.0225545,3694394.93,4.0,5.0,5.0,3.0,2.0
Bolton Clarke Winders Lodge,"26 Winders PLACE, BANORA POINT, NSW, 2486",BANORA POINT,NSW,2486,103,Far North Coast,Residential,40,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,11550,Banora Point,11203,Tweed Valley,Tweed (A),17550,PHN109,North Coast,-28.213079,153.540814,4384486.73,4.0,4.0,5.0,3.0,5.0
Catholic Healthcare Percy Miles Villa,"227-235 Forest ROAD, KIRRAWEE, NSW, 2232",KIRRAWEE,NSW,2232,113,South East Sydney,Residential,40,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,Sutherland Shire (A),17150,PHN101,Central and Eastern Sydney,-34.04009239,151.07372977,3978464.61,4.0,4.0,5.0,3.0,5.0
St Vincent's Care Services Edgecliff,"2-6 Albert STREET, EDGECLIFF, NSW, 2027",EDGECLIFF,NSW,2027,113,South East Sydney,Residential,40,0,0,St Vincent's Care Services Ltd,Religious,Major Cities of Australia,1,11343,Double Bay - Bellevue Hill,11801,Eastern Suburbs - North,Woollahra (A),18500,PHN101,Central and Eastern Sydney,-33.88086145,151.23834933,3940088.82,4.0,3.0,5.0,4.0,5.0
Catholic Healthcare Lewisham Retirement Hostel,"1C Thomas STREET, LEWISHAM, NSW, 2049",LEWISHAM,NSW,2049,106,Inner West,Residential,40,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11394,Dulwich Hill - Lewisham,12003,Strathfield - Burwood - Ashfield,Inner West (A),14170,PHN101,Central and Eastern Sydney,-33.89179759,151.14807176,4236836.1,4.0,4.0,5.0,3.0,4.0
Willoughby Retirement Community Hostel,"1 Warrah STREET, CHATSWOOD, NSW, 2067",CHATSWOOD,NSW,2067,110,Northern Sydney,Residential,40,0,0,Willoughby Retirement Community Association,Community Based,Major Cities of Australia,1,11398,Chatswood (East) - Artarmon,12101,Chatswood - Lane Cove,Willoughby (C),18250,PHN102,Northern Sydney,-33.78708081,151.1945256,1926449.14,5.0,4.0,5.0,5.0,5.0
Yallambee Lodge,"1 Binalong STREET, COOMA, NSW, 2630",COOMA,NSW,2630,115,Southern Highlands,Residential,40,0,0,Respect Group Limited,Charitable,Inner Regional Australia,4,11014,Cooma,10103,Snowy Mountains,Snowy Monaro Regional (A),17040,PHN106,South Eastern NSW,-36.21997288,149.1305056,3464725.16,4.0,3.0,4.0,5.0,4.0
RFBI Berry Masonic Village,"41 Albany STREET, BERRY, NSW, 2535",BERRY,NSW,2535,105,Illawarra,Residential,40,0,0,Royal Freemasons' Benevolent Institution,Charitable,Inner Regional Australia,3,11272,Berry - Kangaroo Valley,11401,Shoalhaven,Shoalhaven (C),16950,PHN106,South Eastern NSW,-34.77720428,150.69377693,3638153.48,4.0,3.0,5.0,4.0,3.0
Southern Cross Care St Martha's Residential Aged Care,"3-7 Leisure DRIVE, BANORA POINT, NSW, 2486",BANORA POINT,NSW,2486,103,Far North Coast,Residential,40,0,0,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,1,11550,Banora Point,11203,Tweed Valley,Tweed (A),17550,PHN109,North Coast,-28.21379771,153.54089747,4181815.7,4.0,4.0,4.0,4.0,4.0
Southern Cross Care Nagle Residential Aged Care,"144-150 Flora STREET, SUTHERLAND, NSW, 2232",SUTHERLAND,NSW,2232,113,South East Sydney,Residential,40,0,0,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,1,11538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,Sutherland Shire (A),17150,PHN101,Central and Eastern Sydney,-34.03247363,151.06054976,3923118.1,4.0,4.0,5.0,3.0,4.0
IRT Five Islands,"25 Quarry STREET, PORT KEMBLA, NSW, 2505",PORT KEMBLA,NSW,2505,105,Illawarra,Residential,40,0,0,Illawarra Retirement Trust,Community Based,Major Cities of Australia,1,11546,Port Kembla - Warrawong,10701,Dapto - Port Kembla,Wollongong (C),18450,PHN106,South Eastern NSW,-34.48555667,150.91159835,3883078.43,3.0,3.0,5.0,3.0,2.0
Estia Health Ryde,"94 Bowden STREET, RYDE, NSW, 2112",RYDE,NSW,2112,110,Northern Sydney,Residential,40,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11591,Ryde,12602,Ryde - Hunters Hill,Ryde (C),16700,PHN102,Northern Sydney,-33.81641921,151.09377407,4930727.78,4.0,4.0,5.0,3.0,3.0
The Willows Private Nursing Home Pty Ltd,"84 Orpington STREET, ASHFIELD, NSW, 2131",ASHFIELD,NSW,2131,106,Inner West,Residential,40,0,0,The Willows Private Nursing Home Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11390,Ashfield,12003,Strathfield - Burwood - Ashfield,Inner West (A),14170,PHN101,Central and Eastern Sydney,-33.88443112,151.13368008,4433140.89,4.0,3.0,5.0,3.0,5.0
The Whiddon Group - Temora,"119 Gloucester STREET, TEMORA, NSW, 2666",TEMORA,NSW,2666,112,Riverina/Murray,Residential,40,0,0,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Outer Regional Australia,5,11266,Temora,11303,Wagga Wagga,Temora (A),17350,PHN110,Murrumbidgee,-34.44343614,147.54227048,4715047.34,4.0,4.0,5.0,5.0,2.0
